0.3,-0.615684753986
0.4,-0.916208630855
0.5,-1.04957343305
0.6000000000000001,-1.10715004788
0.7,-1.127010414151
0.8,-1.127110938344
0.9000000000000001,-1.116628840548
1.0,-1.10056513589
1.1,-1.081772772705
1.2,-1.061910532706
1.3,-1.041941529131
1.4000000000000001,-1.022420390625
1.5000000000000002,-1.003663882449
1.6,-0.985849183823
1.7000000000000002,-0.969067211199
1.8,-0.953350999454
1.9000000000000001,-0.938693269058
2.0,-0.925060261773
2.1,-0.912403124264
2.2,-0.900666145612
2.7,-0.853812439392
3.2,-0.822073627363
3.7,-0.800493851109
4.2,-0.785675671599
4.7,-0.775299390221
5.2,-0.767790453981
5.7,-0.762137725049
6.2,-0.757715792188
6.7,-0.754139701059
7.2,-0.751170147464
7.7,-0.748653290908
8.2,-0.746484565929
8.7,-0.744590242372
9.2,-0.742916304239
9.7,-0.741407331333
10.2,-0.740070905907
