0.3,-0.64351376139179
0.4,-0.946003759959799
0.5,-1.081204325116103
0.6000000000000001,-1.140514952623048
0.7,-1.162102332242165
0.8,-1.164028142621903
0.9000000000000001,-1.155566961090811
1.0,-1.141819891753269
1.1,-1.125742196134052
1.2,-1.109085554389405
1.3,-1.092888015375579
1.4000000000000001,-1.077757916023368
1.5000000000000002,-1.064042594795801
1.6,-1.051922631023421
1.7000000000000002,-1.041459322049237
1.8,-1.0326206416403
1.9000000000000001,-1.025302665571191
2.0,-1.019352805460531
2.1,-1.014592867684587
2.2,-1.010838440357831
2.7,-1.001630511895097
3.2,-0.999366419701728
3.7,-0.998842109837934
4.2,-0.998719698457018
4.7,-0.998687441186657
5.2,-0.998676985652575
5.7,-0.998673060288381
6.2,-0.998671308389522
6.7,-0.998670248893188
7.2,-0.998669654172109
7.72,-0.998669404561913
8.219999999999999,-0.998669107700855
8.719999999999999,-0.99866894538789
9.219999999999999,-0.998668819423547
9.719999999999999,-0.998668777085714
10.219999999999999,-0.998668706585194
