0.3,-0.637963024249
0.4,-0.939850973251
0.5,-1.074429263473
0.6000000000000001,-1.133076428973
0.7,-1.153914167299
0.8,-1.154959029548
0.9000000000000001,-1.145443638045
1.0,-1.130415249516
1.1,-1.112766838336
1.2,-1.094192346839
1.3,-1.075683256376
1.4000000000000001,-1.057815424329
1.5000000000000002,-1.040921572001
1.6,-1.025191396306
1.7000000000000002,-1.0107253523
1.8,-0.997562641329
1.9000000000000001,-0.985698635505
2.0,-0.975099227383
2.1,-0.965713105048
2.2,-0.957480839692
2.7,-0.931488555441
3.2,-0.925610516678
3.7,-0.933782590653
4.2,-0.951089785844
4.7,-0.973795601656
5.2,-0.999491332505
5.7,-1.026806336896
6.2,-1.055000654091
6.7,-1.08368868862
7.2,-1.11267129203
7.7,-1.141844984127
8.2,-1.171159471895
8.7,-1.200595460776
9.2,-1.230149142696
9.7,-1.260168622996
10.2,-1.289834227523
